Index,RAP_ID,Transcript_ID,Description,Position,Gene_Symbol,Gene_Name,GO
580,OS06G0199800,Os06t0199800-01,"G-protein coupled receptor, Abiotic stress tolerance (Os06t0199800-01)",chr06:5060664..5064952 (+ strand),"OsGPCR, GPCR",G-protein coupled receptor,Biological Process: cell surface receptor signaling pathway (GO:0007166)Molecular Function: transmembrane signaling receptor activity (GO:0004888)Cellular Component: membrane (GO:0016020)
581,OS06G0254700,Os06t0254700-01,"Caleosin-like peroxygenase, Response to abiotic stress (Os06t0254700-01)",chr06:8011879..8014834 (- strand),OsPXG9 ; PXG9,peroxygenase 9 ; PEROXYGENASE 9,
582,OS06G0498400,Os06t0498400-01,"Alpha-glucan, water dikinase, Positive regulation of seed germination, Tolerance to abiotic stress, Regulation of grain yield and quality (Os06t0498400-01)",chr06:17489355..17500497 (+ strand),GWD1 ; OsGWD1,"""α-glucan, water dikinase 1"", ""Glucan, Water-Dikinase 1"" ; ""alpha-glucan, water dikinase 1"", ""Glucan, Water-Dikinase 1"" ; ALPHA-GLUCAN, WATER DIKINASE 1",Biological Process: phosphorylation (GO:0016310)Molecular Function: ATP binding (GO:0005524) kinase activity (GO:0016301)
583,OS06G0526600,Os06t0526600-01,"DEAD-box helicase ATP-binding protein, Response to abiotic stress (salt, dehydration, ABA, blue and red light) (Os06t0526600-01)",chr06:19516630..19524702 (- strand),"OsABP ; OsABP, OsRH31","DEAD-box helicase ATP-binding protein ; ATP-binding protein, DEAD-box helicase ATP-binding protein, OsABP helicase, DEAD-box ATP-dependent RNA helicase 31, RNA helicase 31",Molecular Function: ATP binding (GO:0005524) nucleic acid binding (GO:0003676)
584,OS06G0567200,Os06t0567200-01,"Ascorbate oxidase, Abiotic stress response (Os06t0567200-01)",chr06:21893256..21898174 (+ strand),OsAAO1 ; AAO1,"ascorbate oxidase 1 ; AO-like, AO homolog, ASCORBATE OXIDASE homolog, ascorbate oxidase 1 ; ASCORBATE OXIDASE 1",Molecular Function: copper ion binding (GO:0005507) oxidoreductase activity (GO:0016491)Cellular Component: extracellular region (GO:0005576)
585,OS06G0715100,Os06t0715100-01 ; Os06t0715100-02,"Similar to Novel plant SNARE 11 (AtNPSN11). (Os06t0715100-01) Qb-SNARE (soluble N-ethylmaleimide-sensitive factor attachment protein receptor) protein, Abiotic stress response (Os06t0715100-02)",chr06:30357701..30361198 (- strand),"OsNPSN11 ; OsNPSN11, OryzaNPSN11 ; NPSN11",novel plant SNARE 11 ; SNARE 11 ; NOVEL PLANT SNARE 11,Molecular Function: SNAP receptor activity (GO:0005484)Cellular Component: SNARE complex (GO:0031201)
586,OS07G0119400,Os07t0119400-01,"Ascorbate oxidase, Abiotic stress response (Os07t0119400-01)",chr07:1055475..1058127 (+ strand),OsAAO3 ; AAO3,ascorbate oxidase 3 ; ASCORBATE OXIDASE 3,Molecular Function: copper ion binding (GO:0005507) oxidoreductase activity (GO:0016491)
587,OS07G0129200,Os07t0129200-01,"Pathogenesis-related 1a protein, Regulation of abiotic stress responses (Os07t0129200-01)",chr07:1512025..1512958 (+ strand),"PR1A, OsPR1a, OsPR-1a, PR1a, OsPR1#074, OsPR1-74, PR-1a, OsSCP, SCP ; OsPR1a, OsPR-1a, PR1a, OsPR1#074, OsPR1-74, PR-1a, OsSCP, SCP, OsPR1, OsPR1b, PR1alpha, OsPR1alpha ; PR1A","PATHOGENESIS-RELATED GENE 1A, pathogenesis-related gene 1a, acidic PR protein 1, PR protein 1, acidic pathogenesis-related protein 1, pathogenesis-related 1a protein, Sperm Coating Protein ; pathogenesis-related gene 1a, acidic PR protein 1, PR protein 1, acidic pathogenesis-related protein 1, pathogenesis-related 1a protein, Sperm Coating Protein ; PATHOGENESIS-RELATED GENE 1A",Cellular Component: extracellular region (GO:0005576)
588,OS07G0143700,Os07t0143700-01 ; Os07t0143700-02,"Similar to DEAD-Box RNA helicase-like protein. (Os07t0143700-01) DEAD-box RNA helicase 53, Abiotic stress response (Os07t0143700-02)",chr07:2225622..2231107 (- strand),OsRH53,RNA helicase 53,Molecular Function: ATP binding (GO:0005524) nucleic acid binding (GO:0003676) RNA helicase activity (GO:0003724)
589,OS07G0168800,Os07t0168800-01,"A20/AN1-type zinc finger protein, Response to various abiotic stresses, Temperature stress tolerance (Os07t0168800-01)",chr07:3675982..3678406 (- strand),"ZFP177 ; OsSAP9, SAP9, ZFP33","ZINC FINGER PROTEIN 177 ; Zinc finger A20 and AN1 domain-containing stress-associated protein 9, stress associated protein 9",Molecular Function: DNA binding (GO:0003677) zinc ion binding (GO:0008270)
590,OS07G0572800,Os07t0572800-01 ; Os07t0572800-02,"WNK (With No Lysine) kinase, Ser/thr protein kinase family member, Abiotic stress tolerance, Internal circadian rhythm (Os07t0572800-01) Hypothetical conserved gene. (Os07t0572800-02)",chr07:23146051..23149345 (+ strand),OsWNK1 ; WNK1,"With No Lysine kinase 1, WNK kinase 1 ; With No Lysine kinase 1, WNK protein kinase 1, WNK kinase 1 ; WITH NO LYSINE KINASE 1",Biological Process: protein phosphorylation (GO:0006468)Molecular Function: ATP binding (GO:0005524) protein kinase activity (GO:0004672)
591,OS07G0637400,Os07t0637400-01,"Qb-SNARE (soluble N-ethylmaleimide-sensitive factor attachment protein receptor) protein, Abiotic stress response (Os07t0637400-01)",chr07:26501465..26504227 (+ strand),"OsNPSN13 ; OsNPSN13, OryzaNPSN13 ; NPSN13",novel plant SNARE 13 ; SNARE 13 ; NOVEL PLANT SNARE 13,Molecular Function: SNAP receptor activity (GO:0005484)Cellular Component: SNARE complex (GO:0031201)
592,OS07G0657100,Os07t0657100-01,"Glyoxalase I, Abiotic stress tolerance (Os07t0657100-01)",chr07:27653023..27654081 (- strand),"GLYI10, OsGLYI10, OsEnS-113, OsGly I ; OsGLYI10, OsEnS-113 ; GLYI10","GLYOXALASE I-10, glyoxalase I-10, endosperm-specific gene 113 ; glyoxalase I-10, endosperm-specific gene 113 ; GLYOXALASE I-10",
593,OS08G0112700,Os08t0112700-01,"MADS-box transcription factor, Regulator of both biotic and abiotic stress responses (Os08t0112700-01)",chr08:679358..681703 (+ strand),"MADS26, OsMADS26, FDRMADS3, RMADS220 ; OsMADS26, FDRMADS3, RMADS220 ; MADS26","MADS BOX GENE 26, MADS box gene26, MADS-box transcription factor 26 ; MADS box gene26, MADS-box transcription factor 26 ; MADS BOX GENE 26",Biological Process: positive regulation of transcription by RNA polymerase II (GO:0045944) regulation of DNA-templated transcription (GO:0006355)Molecular Function: DNA binding (GO:0003677) DNA-binding transcription factor activity (GO:0003700) protein dimerization activity (GO:0046983) RNA polymerase II transcription regulatory region sequence-specific DNA binding (GO:0000977)Cellular Component: nucleus (GO:0005634)
594,OS09G0325700,Os09t0325700-01,"Protein phosphatase 2C, Abiotic stress response, Early panicle development (Os09t0325700-01)",chr09:9567471..9568877 (+ strand),"PP2C1, OsPP2C1, OsSIPP2C1, OsPP2C68, PP2C68, OsPP108 ; OsPP2C1, OsSIPP2C1, SIPP2C1, OsPP2C68, PP2C68, OsPP108 ; PP2C1","PROTEIN PHOSPHATASE 2C-1, protein phosphatase2C-1, protein phosphatase2C-l, salt-induced PP2C Protein 1, protein phosphatase 2C68, protein phosphatase 2C 68, protein phosphatase 108 ; protein phosphatase2C-1, protein phosphatase2C-l, salt-induced PP2C Protein 1, protein phosphatase 2C68, protein phosphatase 2C 68, protein phosphatase 108 ; PROTEIN PHOSPHATASE 2C-1",Biological Process: protein dephosphorylation (GO:0006470)Molecular Function: cation binding (GO:0043169) protein serine/threonine phosphatase activity (GO:0004722)
595,OS09G0344500,Os09t0344500-01,"N-acetyl 5-hydroxytryptamine O-methyltransferase, Response to abiotic stresses, Response to salt and copper stress (Os09t0344500-01)",chr09:10740343..10741908 (- strand),"OsASMT1 ; ZRP4, OMT, ASMT, OsASMT, OsASMT1, ASMT1, OsASMT13, OsCOMT19, COMT19 ; ASMT1","Acetylserotonin O-methyltransferase 1 ; O-methyltransferase ZRP4, O-methyltransferase, N-acetylserotonin methyltransferase, Caffeic Acid O-Methyltransferase 19 ; ACETYL-SEROTONIN METHYLTRANSFERASE 1",Molecular Function: methyltransferase activity (GO:0008168) O-methyltransferase activity (GO:0008171) protein dimerization activity (GO:0046983)
596,OS09G0486500,Os09t0486500-02,"A20/AN1 zinc-finger protein, Response to multiple biotic stresses, Regulation of abiotic stress responses (Os09t0486500-02)",chr09:18760705..18761574 (+ strand),"SAP1, Osi-SAP1, ISAP1, OsiSAP1, OSISAP1, OsSAP1 ; Osi-SAP1, ISAP1, OsiSAP1, OSISAP1, OsSAP1 ; SAP1","STRESS ASSOCIATED PROTEIN GENE 1, rice (indica) stress associated protein gene1, Zinc finger A20 and AN1 domain-containing stress-associated protein 1, Multiple stress-responsive zinc finger protein ISAP1, O. sativa subspecies indica stress-associated protein 1, stress-associated protein 1 ; rice (indica) stress associated protein gene1, Zinc finger A20 and AN1 domain-containing stress-associated protein 1, Multiple stress-responsive zinc finger protein ISAP1, O. sativa subspecies indica stress-associated protein 1, stress-associated protein 1 ; STRESS ASSOCIATED PROTEIN GENE 1",Molecular Function: DNA binding (GO:0003677) zinc ion binding (GO:0008270)
597,OS09G0507300,Os09t0507300-01,"Ascorbate oxidase, Abiotic stress response (Os09t0507300-01)",chr09:19662808..19665267 (+ strand),OsAAO5 ; AAO5,"ascorbate oxidase 5 ; AO-like, AO homolog, ASCORBATE OXIDASE homolog, ascorbate oxidase 5, Os-l-ascorbate oxidase, l-ascorbate oxidase ; ASCORBATE OXIDASE 5",Molecular Function: copper ion binding (GO:0005507) oxidoreductase activity (GO:0016491)Cellular Component: extracellular region (GO:0005576)
598,OS09G0555500,Os09t0555500-01,"Phytoene synthase 3, Abiotic stress-induced ABA formation (Os09t0555500-01)",chr09:22042098..22045196 (- strand),"OsPSY3 ; OsPSY, PSY, OsPSY3 ; PSY3",phytoene synthase 3 ; PHYTOENE SYNTHASE 3,"Biological Process: biosynthetic process (GO:0009058)Molecular Function: geranylgeranyl diphosphate synthase activity (GO:0004311) squalene synthase [NAD(P)H] activity (GO:0051996) transferase activity, transferring alkyl or aryl (other than methyl) groups (GO:0016765)"
599,OS10G0409400,Os10t0409400-01,"beta subunit of polygalacturonase 1, Abiotic stress response (Os10t0409400-01)",chr10:14171332..14172873 (- strand),"RD22, OsBURP16 ; OsRD22, RD22, OsBURP16 ; BURP16","polygalacturonase isoenzyme 1 beta subunit, BURP domain-containing protein 16, beta subunit of polygalacturonase 1, polygalacturonase 1 beta subunit, non-catalytic PG1beta subunit ; BURP DOMAIN-CONTAINING PROTEIN 16",
600,OS10G0419400,Os10t0419400-01,"Acireductone dioxygenase, Ethylene synthesis, Abiotic stress response (Os10t0419400-01)",chr10:14751991..14754323 (- strand),"OsARD1, sip2 ; Sip2, OsARD1, ARD1, OsIDI1, IDI1, OsIDI1L/OsARD1 ; SIP2","acireductone dioxygenase 1, submergence-induced protein 2 ; submergence-induced protein 2, submergence-induced protein2, acireductone dioxygenase 1 ; SUBMERGENCE-INDUCED PROTEIN 2",Biological Process: L-methionine salvage from methylthioadenosine (GO:0019509)Molecular Function: acireductone dioxygenase [iron(II)-requiring] activity (GO:0010309) oxidoreductase activity (GO:0016491)
601,OS10G0431000,Os10t0431000-01 ; Os10t0431000-03,"Similar to predicted protein. (Os10t0431000-01) Rice homolog of Arabidopsis PQT3 encoding an E3 ubiquitin ligase, Negative regulation of abiotic (oxidative and salt) stress resistance (Os10t0431000-03)",chr10:15360545..15369094 (+ strand),OsPQT3 ; PQT3,PARAQUAT TOLERANCE 3,Biological Process: mRNA processing (GO:0006397) protein ubiquitination (GO:0016567)Molecular Function: nucleic acid binding (GO:0003676) ubiquitin protein ligase activity (GO:0061630) zinc ion binding (GO:0008270)
602,OS10G0553300,Os10t0553300-01,"Trehalose-6-phosphate phosphatase, Trehalose biosynthesis, Response to chilling stress, Response to abiotic stresses (Os10t0553300-01)",chr10:21707054..21710973 (- strand),OsTPP2 ; TPP2,trehalose-6-phosphate phosphatase 2 ; TREHALOSE-6-PHOSPHATE PHOSHPHATASE 2,Biological Process: trehalose biosynthetic process (GO:0005992)Molecular Function: trehalose-phosphatase activity (GO:0004805)
603,OS10G0577800,Os10t0577800-01 ; Os10t0577800-02,"Transcription factor binding protein, Poly (ADP-ribose) polymerase (PARP) domain protein, Abiotic stress tolerance, Control of leaf cell fate (Os10t0577800-01) Similar to Poly polymerase catalytic domain containing protein, expressed. (Os10t0577800-02)",chr10:23035367..23039711 (- strand),"TWI1, OsSRO1a ; OsSRO1a, SRO1a, OsTWI1, RCD1, OsRCD1 ; TWI1","TWISTED-LEAF1, SIMILAR to RCD1 a ; SRO protein 1a, SIMILAR to RCD1 a, TWISTED-LEAF 1, Nuclear proteins RCD1 ; TWISTED-LEAF1",Molecular Function: NAD+ poly-ADP-ribosyltransferase activity (GO:0003950)
604,OS11G0164000,Os11t0164000-01,"Type 3 ribosome-inactivating protein, rRNA N-glycosidase (EC 3.2.2.22), Response to abiotic stress (Os11t0164000-01)",chr11:3116299..3118579 (- strand),"nuRIP, OsjRIP11.2 ; OsjRIP11.2, nuRIP, OsnuRIP ; RIP11.2",Ribosome-inactivating protein 11.2 ; RIBOSOME-INACTIVATING PROTEIN 11.2,Biological Process: negative regulation of translation (GO:0017148)Molecular Function: rRNA N-glycosylase activity (GO:0030598)
605,OS11G0180200,Os11t0180200-01 ; Os11t0180200-02,"Similar to Protein tyrosine phosphatase 1. (Os11t0180200-01) Protein tyrosine phosphatase, Response to abiotic stress, Defence response (Os11t0180200-02)",chr11:4004331..4011441 (- strand),"OsPTP2 ; OsPTP2, PTP2",protein tyrosine phosphatase 2,Biological Process: dephosphorylation (GO:0016311) protein dephosphorylation (GO:0006470)Molecular Function: protein tyrosine phosphatase activity (GO:0004725)
606,OS11G0497350,Os11t0497350-01,"Promotion of cell division, Regulation of grain and organ development, Abiotic stress tolerance (Os11t0497350-01)",chr11:17694769..17696076 (+ strand),"RBG1 ; OsRBG1, MAPKKK67, OsMAPKKK67","Rice Big Grain 1 ; Rice Big Grain 1, mitogen-activated protein kinase kinase kinase 67 ; RICE BIG GRAIN 1",
607,OS11G0591800,Os11t0591800-01,"Pathogenesis-related (PR) protein, Abiotic stress response, Disease resistance (Os11t0591800-01)",chr11:22498563..22500355 (+ strand),OsPR4d ; PR4D,"pathogenesis-related protein 4d ; pathogenesis-related protein 4d, PR protein 4d ; PATHOGENESIS-RELATED GENE 4D",Biological Process: defense response (GO:0006952) defense response to bacterium (GO:0042742) defense response to fungus (GO:0050832)Molecular Function: RNA nuclease activity (GO:0004540)
608,OS11G0592000,Os11t0592000-01,"Pathogenesis-related (PR) protein, Abiotic stress response, Disease resistance (Os11t0592000-01)",chr11:22502008..22502923 (+ strand),OsPR4c ; PR4C,"pathogenesis-related protein 4c ; pathogenesis-related protein 4c, PR protein 4c ; PATHOGENESIS-RELATED GENE 4C",Biological Process: defense response (GO:0006952) defense response to bacterium (GO:0042742) defense response to fungus (GO:0050832)Molecular Function: RNA nuclease activity (GO:0004540)
609,OS11G0592100,Os11t0592100-01,"Pathogenesis-related (PR) protein, Abiotic stress response, Disease resistance (Os11t0592100-01)",chr11:22505993..22507412 (+ strand),"OsPR4b, OsPR-4b ; PR4B","pathogenesis-related protein 4b ; pathogenesis-related protein 4b, PR protein 4b ; PATHOGENESIS-RELATED GENE 4B",Biological Process: defense response (GO:0006952) defense response to bacterium (GO:0042742) defense response to fungus (GO:0050832)Molecular Function: RNA nuclease activity (GO:0004540)
610,OS11G0592200,Os11t0592200-01,"Pathogenesis-related (PR) protein, Drought tolerance, Abiotic stress response, Disease resistance (Os11t0592200-01)",chr11:22511506..22512374 (+ strand),"OsPR4a, OsPR4 ; OsPR4, OsPR4a, PR4a, OsPR-4 ; PR4","pathogenesis-related protein 4a ; pathogenesis-related gene 4, pathogenesis-related type 4, pathogenesis-related protein 4a, PR protein 4a ; PATHOGENESIS-RELATED GENE 4",Biological Process: defense response (GO:0006952) defense response to bacterium (GO:0042742) defense response to fungus (GO:0050832)Molecular Function: RNA nuclease activity (GO:0004540)
611,OS12G0100100,Os12t0100100-01 ; Os12t0100100-02 ; Os12t0100100-03,"RNA binding domain (RBD) containing protein, Abiotic stress tolerance (Os12t0100100-01) Similar to ALY protein. (Os12t0100100-02) Similar to ALY protein. (Os12t0100100-03)",chr12:2682..5428 (+ strand),"OsRBD1 ; OsRBD1, RBD1, RRM1-204, OsRRM1-204","RNA binding domain 1-containing protein ; RNA Binding Domain-Containing Protein 1, RNA binding domain 1-containing protein, RNA recognition motif domain protein 1-204",Molecular Function: nucleic acid binding (GO:0003676) RNA binding (GO:0003723)
612,OS12G0123700,Os12t0123700-01,"NAC domain containing transcription factor, Abiotic and biotic stress response (Os12t0123700-01)",chr12:1139026..1141362 (+ strand),"NAC131, ONAC131 ; ONAC131 ; NAC131","NAC DOMAIN-CONTAINING PROTEIN 131, NAC domain-containing protein 131 ; NAC domain-containing protein 131 ; NAC DOMAIN-CONTAINING PROTEIN 131",Biological Process: regulation of DNA-templated transcription (GO:0006355)Molecular Function: DNA binding (GO:0003677)
613,OS12G0174800,Os12t0174800-01 ; Os12t0174800-02 ; Os12t0174800-03,"Protein tyrosine phosphatase, Response to abiotic stress, Defence response (Os12t0174800-01) Protein-tyrosine phosphatase, receptor/non-receptor type domain containing protein. (Os12t0174800-02) Conserved hypothetical protein. (Os12t0174800-03)",chr12:3792161..3797468 (- strand),"OsPTP1 ; OsPP127, OsPTP1, PTP1","protein tyrosine phosphatase 1 ; Protein phosphatase 127, protein tyrosine phosphatase 1",Biological Process: dephosphorylation (GO:0016311) protein dephosphorylation (GO:0006470)Molecular Function: protein tyrosine phosphatase activity (GO:0004725)
614,OS12G0405200,Os12t0405200-01,"Chloroplast ζ-carotene isomerase (Z-ISO), Carotenoid biosynthesis, Biosynthesis of strigolactone and abscisic acid, Regulation of tillering, Abiotic stress tolerance, Regulation of photosynthesis and chloroplast development (Os12t0405200-01)",chr12:12204465..12207672 (+ strand),"T20, HTD12 ; OsT20, Z-ISO, OsZ-ISO, HTD12, OsHTD12 ; T20","tillering20, HIGH-TILLERING AND DWARF 12 ; tillering20, zeta-Carotene Isomerase, HIGH-TILLERING AND DWARF 12 ; TILLERING 20",
615,OS11G0167800,Os11t0167800-01,"""Abscisic acid-, stress-, and ripening-induced (ASR) protein"", Chaperone-like protein, ABA-mediated regulation of stomatal closure, Drought tolerance, Aluminum tolerance (Os11t0167800-01)",chr11:3278451..3279419 (- strand),"OsASR5 ; OsASR5, Asr5, Asr1, OsASR1, OsASR2, ASR2 ; ASR5","""abscisic acid, stress and ripening 5"" ; Abiotic Stress Responsive 1, ""ABA-, stress and ripening-induced protein 5"", ""abscisic acid-, stress- and ripening (ASR) gene 5"", ""abscisic acid, stress and ripening 2"" ; ABSCISIC ACID-STRESS-RIPENING-INDUCIBLE 5 PROTEIN",
616,OS01G0963600,Os01t0963600-01,"ASR (abscisic acid, stress and ripening) transcription factor, Suppression of resistance to bacterial diseases caused by Xanthomonas oryzae pv. oryzae (Xoo) and X. oryzae pv. oryzicola (Xoc) (Os01t0963600-01)",chr01:42460555..42461946 (+ strand),"OsASR6 ; OsAsr2, OsASR4, ASR4, OsASR6, ASR6 ; ASR2","""abscisic acid, stress and ripening 6"" ; Abiotic Stress Responsive 4, ""ABA-, stress and ripening-induced protein 6"" ; ABSCISIC ACID-STRESS-RIPENING-INDUCIBLE 2 PROTEIN",
